policy_id,occupation,age,coverage_amount,premium,policy_type,issue_date,risk_rating,medical_exam_required
PP-2074,Scientist,27,2000000,808,Whole Life,2019-06-27,Low,Yes
PP-2075,Professional Athlete,18,2000000,733,Term Life,2018-10-17,Low,Yes
PP-2076,Pharmacist,34,100000,43,Universal Life,2024-11-14,Low,No
PP-2077,Air Traffic Controller,80,15000000,37500,Term Life,2020-05-29,High,Yes
PP-2078,Student,72,25000,59,Term Life,2021-03-06,High,No
PP-2079,Surgeon,25,1000000,395,Universal Life,2024-07-14,Low,Yes
PP-2080,Bus Driver,77,1000000,1225,Whole Life,2024-08-08,Medium,Yes
PP-2081,Artist,52,500000,508,Term Life,2020-11-14,Medium,Yes
PP-2082,Manager,57,15000000,31750,Universal Life,2022-03-13,High,Yes
PP-2083,Pilot,53,10000000,10250,Term Life,2024-08-16,Medium,Yes
PP-2084,Teacher,50,1000000,500,Term Life,2022-12-21,Low,Yes
PP-2085,Healthcare Worker,75,100000,120,Whole Life,2018-04-30,Medium,No
PP-2086,Electrician,19,2000000,741,Term Life,2019-02-01,Low,Yes
PP-2087,Writer,34,100000,86,Term Life,2023-12-29,Medium,No
PP-2088,Service Worker,79,2000000,4966,Universal Life,2022-04-26,High,Yes
PP-2089,Taxi Driver,52,15000000,30500,Term Life,2018-01-23,High,Yes
PP-2090,Student,46,750000,1450,Universal Life,2019-07-30,High,Yes
PP-2091,Air Traffic Controller,21,250000,189,Term Life,2021-05-17,Medium,No
PP-2092,Scientist,32,250000,212,Universal Life,2021-01-08,Medium,No
PP-2093,Pharmacist,51,25000,25,Term Life,2022-04-15,Medium,No
PP-2094,Plumber,75,750000,453,Universal Life,2019-03-29,Low,Yes
PP-2095,Professional Athlete,51,15000000,7562,Universal Life,2021-03-20,Low,Yes
PP-2096,Pharmacist,49,15000000,14875,Whole Life,2020-11-21,Medium,Yes
PP-2097,Therapist,38,5000000,2250,Universal Life,2018-07-14,Low,Yes
PP-2098,Dentist,80,750000,468,Universal Life,2019-05-10,Low,Yes
PP-2099,Veterinarian,66,15000000,33999,Whole Life,2024-08-18,High,Yes
PP-2100,Electrician,44,100000,95,Whole Life,2023-10-25,Medium,No
PP-2101,Graphic Designer,68,250000,143,Universal Life,2021-06-29,Low,No
PP-2102,Musician,44,25000,47,Whole Life,2024-06-24,High,No
PP-2103,Dentist,45,750000,718,Term Life,2020-03-19,Medium,Yes
PP-2104,Commercial Pilot,60,25000,13,Universal Life,2018-07-22,Low,No
PP-2105,Healthcare Worker,51,5000000,2520,Term Life,2023-02-17,Low,Yes
PP-2106,Chemical Plant Operator,54,250000,258,Whole Life,2022-06-09,Medium,No
PP-2107,Dancer,59,250000,537,Term Life,2023-02-18,High,No
PP-2108,Miner,66,100000,113,Term Life,2020-11-25,Medium,No
PP-2109,Attorney,42,10000000,4666,Term Life,2019-05-22,Low,Yes
PP-2110,Military Officer,58,50000,53,Whole Life,2019-11-09,Medium,No
PP-2111,Professional Athlete,79,250000,155,Term Life,2020-05-19,Low,No
PP-2112,Chef,71,250000,293,Universal Life,2020-02-24,Medium,No
PP-2113,Surgeon,66,15000000,33999,Term Life,2024-05-04,High,Yes
PP-2114,Civil Engineer,75,10000000,6041,Whole Life,2019-01-23,Low,Yes
PP-2115,Skilled Laborer,54,500000,1033,Whole Life,2018-04-02,High,Yes
PP-2116,Photographer,75,750000,906,Universal Life,2018-02-28,Medium,Yes
PP-2117,Plumber,55,10000000,20833,Whole Life,2022-02-08,High,Yes
PP-2118,Skilled Laborer,30,100000,41,Whole Life,2021-07-14,Low,No
PP-2119,Veterinarian,75,50000,30,Term Life,2019-05-17,Low,No
PP-2120,Accountant,36,25000,44,Whole Life,2020-03-28,High,No
PP-2121,Accountant,41,250000,462,Term Life,2021-05-10,High,No
PP-2122,Artist,27,750000,1212,Term Life,2020-10-22,High,Yes
PP-2123,Chemical Plant Operator,55,15000000,15625,Term Life,2019-07-18,Medium,Yes
PP-2124,High-Risk Driver,30,250000,104,Whole Life,2022-08-03,Low,No
PP-2125,Attorney,53,5000000,2562,Whole Life,2020-03-21,Low,Yes
PP-2126,Surgeon,66,15000000,16999,Whole Life,2018-04-28,Medium,Yes
PP-2127,Software Engineer,59,100000,53,Universal Life,2023-06-20,Low,No
PP-2128,Miner,36,250000,110,Term Life,2022-05-21,Low,No
PP-2129,Artist,65,1000000,1125,Term Life,2023-05-23,Medium,Yes
PP-2130,Musician,74,15000000,18000,Universal Life,2022-03-20,Medium,Yes
PP-2131,Healthcare Worker,65,5000000,2812,Term Life,2018-11-19,Low,Yes
PP-2132,Military Officer,54,750000,387,Term Life,2022-10-03,Low,Yes
PP-2133,Pharmacist,18,5000000,3666,Term Life,2018-06-28,Medium,Yes
PP-2134,Chemist,76,2000000,1216,Universal Life,2022-08-22,Low,Yes
PP-2135,Journalist,44,250000,475,Term Life,2020-04-22,High,No
PP-2136,Miner,22,50000,76,Universal Life,2022-06-07,High,No
PP-2137,Graphic Designer,43,750000,353,Whole Life,2019-03-04,Low,Yes
PP-2138,Artist,25,50000,39,Whole Life,2024-04-22,Medium,No
PP-2139,Artist,19,250000,370,Universal Life,2023-01-29,High,No
PP-2140,Dancer,68,50000,28,Universal Life,2020-04-06,Low,No
PP-2141,Chef,69,15000000,17375,Whole Life,2020-07-15,Medium,Yes
PP-2142,Dentist,59,100000,107,Term Life,2024-07-06,Medium,No
PP-2143,Service Worker,21,15000000,5687,Term Life,2024-02-01,Low,Yes
PP-2144,Therapist,53,10000000,10250,Universal Life,2018-04-06,Medium,Yes
PP-2145,Architect,44,500000,237,Universal Life,2024-06-16,Low,Yes
PP-2146,Factory Worker,22,15000000,11500,Whole Life,2024-08-27,Medium,Yes
PP-2147,Mechanical Engineer,20,15000000,5625,Whole Life,2020-02-13,Low,Yes
PP-2148,Journalist,44,100000,47,Universal Life,2018-02-19,Low,No
PP-2149,Taxi Driver,69,1000000,2316,Whole Life,2021-10-27,High,Yes
PP-2150,Pilot,32,100000,42,Term Life,2021-09-18,Low,No
PP-2151,Chemical Plant Operator,19,15000000,22250,Whole Life,2023-06-23,High,Yes
PP-2152,Pilot,78,500000,308,Whole Life,2021-03-29,Low,Yes
PP-2153,Air Traffic Controller,74,2000000,2400,Term Life,2018-10-09,Medium,Yes
PP-2154,High-Risk Driver,22,10000000,3833,Whole Life,2024-04-06,Low,Yes
PP-2155,Pharmacist,46,2000000,3866,Universal Life,2021-12-04,High,Yes
PP-2156,Scientist,20,750000,1125,Term Life,2023-05-23,High,Yes
PP-2157,Therapist,69,50000,57,Universal Life,2023-08-31,Medium,No
PP-2158,Chemical Plant Operator,44,250000,475,Term Life,2023-06-28,High,No
PP-2159,Plumber,75,5000000,3020,Universal Life,2021-11-12,Low,Yes
PP-2160,Chef,19,250000,185,Term Life,2019-03-04,Medium,No
PP-2161,Surgeon,30,15000000,25000,Term Life,2019-08-22,High,Yes
PP-2162,Software Engineer,25,250000,197,Whole Life,2019-07-02,Medium,No
PP-2163,Skilled Laborer,64,250000,139,Universal Life,2023-08-08,Low,No
PP-2164,Veterinarian,19,250000,92,Whole Life,2020-08-24,Low,No
PP-2165,Surgeon,22,100000,153,Term Life,2023-01-22,High,No
PP-2166,Artist,49,500000,247,Whole Life,2023-04-18,Low,Yes
PP-2167,Bus Driver,28,100000,40,Term Life,2019-09-20,Low,No
PP-2168,Healthcare Worker,75,500000,604,Universal Life,2021-02-25,Medium,Yes
PP-2169,Dentist,52,2000000,4066,Universal Life,2018-02-26,High,Yes
PP-2170,Truck Driver,35,100000,43,Term Life,2024-04-07,Low,No
PP-2171,Factory Worker,25,100000,79,Term Life,2018-09-29,Medium,No
PP-2172,Retired,69,250000,144,Whole Life,2022-05-04,Low,No
PP-2173,Physicist,64,5000000,5583,Whole Life,2023-12-09,Medium,Yes
PP-2174,Journalist,63,25000,13,Universal Life,2019-06-18,Low,No
PP-2175,Software Engineer,40,15000000,27500,Term Life,2022-10-28,High,Yes
PP-2176,Writer,68,250000,287,Term Life,2019-10-23,Medium,No
PP-2177,Photographer,80,100000,62,Term Life,2024-06-24,Low,No
PP-2178,Artist,23,100000,77,Universal Life,2021-11-25,Medium,No
PP-2179,Retired,51,15000000,15125,Universal Life,2024-03-02,Medium,Yes
PP-2180,Chemist,76,2000000,1216,Universal Life,2019-07-28,Low,Yes
PP-2181,Truck Driver,40,100000,45,Universal Life,2021-01-23,Low,No
PP-2182,Journalist,64,25000,27,Universal Life,2018-01-09,Medium,No
PP-2183,Attorney,75,750000,906,Term Life,2022-06-07,Medium,Yes
PP-2184,Civil Engineer,33,15000000,25750,Whole Life,2022-08-27,High,Yes
PP-2185,Police Officer,72,10000000,11833,Term Life,2018-07-30,Medium,Yes
PP-2186,Attorney,73,100000,59,Universal Life,2019-09-06,Low,No
PP-2187,Photographer,73,250000,595,Whole Life,2019-05-27,High,No
PP-2188,Attorney,21,750000,1137,Universal Life,2023-03-01,High,Yes
PP-2189,Electrician,76,15000000,9125,Whole Life,2022-08-13,Low,Yes
PP-2190,Police Officer,58,50000,53,Term Life,2018-09-14,Medium,No
PP-2191,Bus Driver,26,15000000,6000,Whole Life,2022-05-14,Low,Yes
PP-2192,Student,43,250000,235,Whole Life,2019-10-04,Medium,No
PP-2193,Journalist,48,2000000,983,Term Life,2018-05-26,Low,Yes
PP-2194,High-Risk Driver,50,500000,500,Term Life,2023-01-16,Medium,Yes
PP-2195,Photographer,76,5000000,6083,Universal Life,2022-05-07,Medium,Yes
PP-2196,Photographer,23,10000000,15500,Whole Life,2020-07-10,High,Yes
PP-2197,Air Traffic Controller,28,500000,816,Term Life,2024-06-24,High,Yes
PP-2198,Dancer,61,25000,27,Universal Life,2022-11-06,Medium,No
PP-2199,Writer,26,750000,600,Term Life,2024-10-14,Medium,Yes
PP-2200,Manager,46,250000,120,Whole Life,2023-12-05,Low,No
